cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP04-075	ヒッポカムポス	ドラゴン		ブースターパック第4弾「天星神話」	フォロワー	BR	3	1	5	海洋		"
進化コスト4：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-075
BP04-076	ヒッポカムポス	ドラゴン		ブースターパック第4弾「天星神話」	フォロワー・エボルヴ	BR		7	7	海洋					https://shadowverse-evolve.com/cardlist/?cardno=BP04-076
BP04-077	鱗の狂戦士	ドラゴン		ブースターパック第4弾「天星神話」	フォロワー	BR	6	6	7	竜族		"
【突進】

これがダメージを受けたとき、これは攻撃力+2/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-077
BP04-078	ドラゴンの卵	ドラゴン		ブースターパック第4弾「天星神話」	アミュレット	BR	1			竜族		"
起動これをアクト墓場に置く：自分のリーダーは体力+2する。【覚醒】状態なら、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-078
BP04-LD05	紅月カレン	ドラゴン		ブースターパック第4弾「天星神話」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP04-LD05
BP04-LD06	黎星刻	ドラゴン		ブースターパック第4弾「天星神話」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP04-LD06
BP05-052	侮蔑の絶傑・ガルミーユ	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	LG	5	5	5	絶傑・竜族		"
進化コスト2：これは進化する。

自分のターン中、これが能力によるダメージを受けたとき、このターン、これの進化コストを0にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-052
BP05-053	侮蔑の絶傑・ガルミーユ	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	LG		6	6	絶傑・竜族		"
自分のターン中、これが能力によるダメージを受けたとき、相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに3ダメージ。

【進化時】自分の墓場の元のコスト2以下の絶傑・カード1枚を選ぶ。それのコストを0にしてプレイする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-053
BP05-054	魔導電磁サイ	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	LG	5	0	7	巨人・超克		"
【疾走】

ファンファーレこれは攻撃力+3する。自分のデッキの上4枚を墓場に置く。これによって『魔導電磁サイ』を墓場に置いたなら、これのファンファーレ能力をくり返す。

ラストワード自分の墓場の『魔導電磁サイ』を好きな枚数選ぶ。それをデッキに戻し、シャッフルする。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-054
BP05-055	侮蔑の使徒	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	3	2	4	絶傑・竜族		"
進化コスト1：これは進化する。

自分のターン中、これが能力によるダメージを受けたとき、これは攻撃力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-055
BP05-056	侮蔑の使徒	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	GR		3	5	絶傑・竜族		"
自分のターン中、これが能力によるダメージを受けたとき、これは攻撃力+1して、【疾走】を持つ。

【進化時】手札1枚を捨てる：自分のデッキの上5枚を見る。その中から、絶傑・カード2枚まで公開して手札に加えてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-056
BP05-057	ゴッドバレットゴーレム	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	GR	6	7	7	巨人・超克		"
これは相手のリーダーを攻撃できない。

起動これをアクト場の他のフォロワー1体を墓場に置く：相手のリーダー1人か相手の場のフォロワー1体を選ぶ。それに「墓場に置いたフォロワーの攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-057
BP05-058	侮蔑の炎爪	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	スペル	GR	1			絶傑・竜族		"
自分の場のフォロワー1体と相手の場のフォロワー1体を選ぶ。前者に1ダメージ。後者に3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-058
BP05-059	侮蔑の信者	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	1	1	2	絶傑・竜族		"
起動コスト0：自分の場のフォロワー1体を選ぶ。それに1ダメージ。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-059
BP05-060	カースドストーン	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	2	2	2	巨人・超克		"
進化コスト1：これは進化する。

【守護】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-060
BP05-061	カースドストーン	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	SR		3	3	巨人・超克		"
【守護】

【進化時】相手の場のフォロワー1体を選ぶ。このターンと次の相手のターン中、それは能力すべてを失う。それは相手を攻撃できない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-061
BP05-062	アメジストの巨兵	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	SR	9	7	7	巨人・超克		"
【攻撃時】これをスタンドする。この能力は1ターンに1回働く。

ファンファーレ手札1枚を捨てる：これは【突進】【オーラ】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-062
BP05-063	侮蔑の従者	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	2	2	3	絶傑・竜族		"
自分のターン中、これが能力によるダメージを受けたとき、1枚引く。

ファンファーレ【覚醒】状態なら、場の他のフォロワー1体を選ぶ。それとこれに1ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-063
BP05-064	銀の機械像	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	4	4	5	巨人・超克		"
【守護】

ラストワード『操り人形』2枚をEXエリアに置く。

―――――――――――――――

『操り人形』ニュートラル人形・フォロワーコスト1攻撃力1/体力1【突進】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-064
BP05-065	エアシップホエール	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	5	5	5	海洋・超克		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-065
BP05-066	エアシップホエール	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー・エボルヴ	BR		6	6	海洋・超克		"
【進化時】自分のデッキの上5枚を見る。その中から、元のコスト3以下のフォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-066
BP05-067	造られし巨像	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	フォロワー	BR	7	6	7	巨人・超克		"
【守護】

ファンファーレ墓場のカード5枚をデッキに戻し、シャッフルする：相手の場のフォロワー1体を選ぶ。それに5ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-067
BP05-068	覇極	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	スペル	BR	2			絶傑・竜族		"
自分の場のフォロワー1体を選ぶ。それに2ダメージ。相手の場のフォロワーすべてに2ダメージ。自分の場に『侮蔑の絶傑・ガルミーユ』がいるなら、さらに相手の場のフォロワーすべてに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP05-068
BP05-LD04	種超えし愛・イアン＆アデール	ドラゴン		ブースターパック第5弾「永劫なる絶傑」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=BP05-LD04
BP06-054	覇道の龍人・ガリュウ	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	5	3	4	挑戦者・ドラゴニュート		"
進化コスト1：これは進化する。

これがいる限り、自分の場の他のドラゴンフォロワーすべては【守護】を持つ。

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-054
BP06-055	覇道の龍人・ガリュウ	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	LG		4	5	挑戦者・ドラゴニュート		"
これがいる限り、自分の場の他のドラゴンフォロワーすべては【守護】を持つ。

【進化時】自分の手札の元のコスト5以下のドラゴンフォロワー1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-055
BP06-056	銀氷のドラゴニュート・フィルレイン	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	1	1	3	ドラゴニュート		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。

ファンファーレ【覚醒】状態なら、自分のデッキから『銀氷の吐息』1枚を探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-056
BP06-057	滄海の捕食者・沙花叉クロヱ	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	LG	1	1	3	ドラゴニュート		"
ファンファーレ相手の場のフォロワー1体を選ぶ。それをアクトする。それは次の相手のスタートフェイズにスタンドしない。

ファンファーレ【覚醒】状態なら、自分のデッキから『銀氷の吐息』1枚を探し、EXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-057
BP06-058	不死鳥の女帝	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	5	5	3	不死鳥		"
【突進】

ラストワードPP最大値を-1：これをアクト状態で場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-058
BP06-059	天窮の竜神	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー	GR	4	4	4	ドラゴニュート・竜族		"
これは手札以外からプレイできない。

進化コスト1：これは進化する。

起動コスト2EXエリアのこれを墓場に置く：自分の場のフォロワー1体を選ぶ。それは攻撃力+4/体力+4する。このターン、それは相手を攻撃できない。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-059
BP06-060	天窮の竜神	ドラゴン		ブースターパック第6弾「絶対なる覇者」	フォロワー・エボルヴ	GR		5	5	ドラゴニュート・竜族		"
【進化時】自分のリーダーは体力+3する。

ラストワードこれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-060
BP06-061	銀氷の吐息	ドラゴン		ブースターパック第6弾「絶対なる覇者」	スペル	GR	2			ドラゴニュート		"
これをプレイする際、【覚醒】状態なら、コストを-1する。

アクト状態の相手の場のフォロワー1体を選ぶ。それを破壊する。自分の場に『銀氷のドラゴニュート・フィルレイン』がいるなら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP06-061
