cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
CP02-093	的場梨沙	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SR	3	2	2	デレマス・パッション		"
ファンファーレ自分のデッキの上3枚を見る。その中から、元のコスト2以下のデレマス・フォロワー1枚を場に出してよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-093
CP02-094	結城晴	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SR	2	2	2	デレマス・クール		"
進化コスト1：これは進化する。

ファンファーレ自分の場に『的場梨沙』がいるなら、これは攻撃力+1/体力+1して、【疾走】を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-094
CP02-095	結城晴	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	SR		3	3	デレマス・クール		"
【進化時】自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-095
CP02-096	彩☆きっく乙女	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	アミュレット	SR	3			デレマス・パッション		"
ファンファーレ体力4以下の相手の場のフォロワー1体を選ぶ。それを消滅させる。

起動コスト5これをアクト墓場に置く：相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-096
CP02-097	ナターリア	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	2	1	3	デレマス・パッション		"
【疾走】

ファンファーレ相手の場のフォロワー1体を選ぶ。それに「自分の場の他のパッション・フォロワーの数」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-097
CP02-098	及川雫	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	3	2	5	デレマス・パッション		"
ファンファーレ自分のリーダーは体力+2する。自分の墓場のパッション・カードが5枚以上なら、代わりに体力+4する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-098
CP02-099	ライラ	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	4	4	4	デレマス・クール		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-099
CP02-100	ライラ	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	BR		5	5	デレマス・クール		"
【進化時】自分のデッキからクール・フォロワー1枚とパッション・フォロワー1枚を探し、手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-100
CP02-101	片桐早苗	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー	BR	7	7	7	デレマス・パッション		"
【突進】【守護】

これが受ける4以上のダメージを3にする。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-101
CP02-102	寒夜に祈りを	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	スペル	BR	4			デレマス・キュート		"
クイック

相手の場のフォロワー1体を選ぶ。それを消滅させる。自分の場にキュート・フォロワーがいるなら、自分のリーダーは体力+3する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-102
CP02-LD06	〔わだつみの導き手〕依田芳乃	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP02-LD06
CP02-SP12a	しゅがしゅが☆み〜ん	ビショップ	アイドルマスター シンデレラガールズ	コラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	SP		5	5	デレマス・パッション		"
【進化時】自分の墓場の元のコスト8以下のフォロワー1枚を選ぶ。それを場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP02-SP12a
CP03-104	満月の女神 ツクヨミ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	5	4	4	ヴァンガード・オラクルシンクタンク		"
【守護】【ツインドライブ】

自分の墓場に『半月の女神 ツクヨミ』と『三日月の女神 ツクヨミ』がある限り、これは【疾走】を持つ。

ファンファーレ自分の手札の元のコスト4以下のオラクルシンクタンク・フォロワー1枚を場に出してよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-104
CP03-105	半月の女神 ツクヨミ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	2	2	3	ヴァンガード・オラクルシンクタンク		"
ファンファーレ自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動コスト1これをアクト：相手の場のフォロワー1体を選ぶ。自分のデッキの上1枚を公開する。それに「公開したカードの元のコスト」と同じダメージ。『満月の女神 ツクヨミ』を公開したなら、公開したカードを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-105
CP03-106	CEO アマテラス	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	LG	4	4	4	ヴァンガード・オラクルシンクタンク		"
進化コスト2：これは進化する。

【指定攻撃】【ツインドライブ】

ファンファーレ自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-106
CP03-107	CEO アマテラス	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	LG		6	6	ヴァンガード・オラクルシンクタンク		"
【指定攻撃】【ツインドライブ】

自分のドライブチェックによってトリガーしたとき、下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それを消滅させる。【2】1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-107
CP03-108	サイレント・トム	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	3	3	3	ヴァンガード・オラクルシンクタンク		"
進化コスト1：これは進化する。

【シングルドライブ】

ファンファーレ自分の墓場のカード1枚まで選ぶ。それを自分のデッキの上から3番目に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-108
CP03-109	サイレント・トム	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー・エボルヴ	GR		4	4	ヴァンガード・オラクルシンクタンク		"
【シングルドライブ】

【進化時】手札のオラクルシンクタンク・カード1枚を捨てる：体力5以下の相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-109
CP03-110	邪眼の美姫 エウリュアレー	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	2	2	3	ヴァンガード・オラクルシンクタンク		"
【突進】【ツインドライブ】

自分のターンごとに1回、自分のドライブチェックによってトリガーしたとき、1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-110
CP03-111	メイデン・オブ・ライブラ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	3	3	3	ヴァンガード・オラクルシンクタンク		"
【守護】

ファンファーレ自分のデッキの上5枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動これをアクト：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-111
CP03-112	バトルシスター ここあ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	GR	4	3	3	ヴァンガード・オラクルシンクタンク		"
憑依コスト1：これはドライブを持つ。

自分のドライブチェックによってトリガーしたとき、相手の場のフォロワー1体を選ぶ。それに4ダメージ。自分のリーダーは体力+2する。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキの上5枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-112
CP03-113	オラクルガーディアン ワイズマン	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	2	3	ヴァンガード・オラクルシンクタンク		"
自分のターンごとに1回、自分のドライブチェックによってトリガーしたとき、相手のリーダーすべてに2ダメージ。自分のリーダーは体力+2する。

ファンファーレ自分の墓場のカード1枚まで選ぶ。それを自分のデッキの上から3番目に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-113
CP03-114	稲葉の白兎	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	1	1	ヴァンガード・オラクルシンクタンク		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のリーダーは体力+1する。

ファンファーレ自分の墓場のカード1枚まで選ぶ。それを自分のデッキの上から3番目に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-114
CP03-115	三日月の女神 ツクヨミ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	1	2	1	ヴァンガード・オラクルシンクタンク		"
ファンファーレ自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動これをアクト：自分のデッキの上1枚を公開する。『半月の女神 ツクヨミ』を公開したなら、公開したカードを手札に加える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-115
CP03-116	ダーク・キャット	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	SR	2	2	2	ヴァンガード・オラクルシンクタンク		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】これは攻撃力+1/体力+1する。自分のデッキの上3枚を見る。その中から、オラクルシンクタンク・フォロワー1枚を公開して手札に加えてよい。好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-116
CP03-117	バトルシスター しょこら	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	SR	1			ヴァンガード・オラクルシンクタンク		"
クイック

下記から1つチョイスする。【1】相手の場のフォロワー1体を選ぶ。それに2ダメージ。【2】手札のオラクルシンクタンク・カード1枚を捨てる：相手の場のフォロワー1体を選ぶ。それに3ダメージ。自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-117
CP03-118	オラクルガーディアン ニケ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	4	4	4	ヴァンガード・オラクルシンクタンク		"
【突進】【指定攻撃】

自分のドライブチェックによってトリガーしたとき、これは【疾走】を持つ。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体は攻撃力+2する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-118
CP03-119	ドリーム・イーター	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	3	ヴァンガード・オラクルシンクタンク		"
ファンファーレ1枚引く。自分の手札1枚を自分のデッキの上から3番目に置く。

----------

（ドライブチェックによってこれが捲れたなら、1枚引く）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-119
CP03-120	E・アラーマー	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	2	1	ヴァンガード・オラクルシンクタンク		"
ファンファーレ自分の場のヴァンガード・フォロワー1体を選ぶ。それをスタンドする。このターン、それは相手のリーダーを攻撃できない。

----------

（ドライブチェックによってこれが捲れたなら、自分の場のフォロワー1体をスタンドする。このターン、それは相手のリーダーを攻撃できない）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-120
CP03-121	ロゼンジ・メイガス	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	1	1	1	ヴァンガード・オラクルシンクタンク		"
【守護】

自分のドライブチェックによってトリガーしたとき、自分のリーダーは体力+1する。

ファンファーレ自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

----------

（ドライブチェックによってこれが捲れたなら、自分のリーダーは体力+3する）
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-121
CP03-122	戦巫女 タギツヒメ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	フォロワー	BR	2	2	2	ヴァンガード・オラクルシンクタンク		"
憑依コスト1：これはドライブを持つ。

【ドライブ獲得時】相手の場のフォロワー1体まで選ぶ。それに2ダメージ。これは攻撃力+1/体力+1する。

ファンファーレ自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-122
CP03-123	ラック・バード	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	スペル	BR	1			ヴァンガード・オラクルシンクタンク		"
下記から1つチョイスする。【1】自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。【2】自分の墓場のトリガーを持つフォロワー5枚を選ぶ。それをデッキに戻し、シャッフルする。1枚引く。自分のPPを1回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-123
CP03-124	神鷹 一拍子	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	アミュレット	BR	2			ヴァンガード・オラクルシンクタンク		"
【スタートアミュレット】（【スタートアミュレット】を持つカードはデッキに1種しか入れられない）

起動これをアクト墓場に置く：自分のデッキの上3枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。この能力は自分の場にオラクルシンクタンク・フォロワーがいるなら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=CP03-124
CP03-LD06	〔記憶の先へ〕戸倉ミサキ	ビショップ	カードファイト!! ヴァンガード	コラボパック「カードファイト!! ヴァンガード」	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=CP03-LD06
CSD02a-011	道明寺歌鈴	ビショップ	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cute」	フォロワー	BR	3	3	3	デレマス・キュート		"
【守護】（これが場に出たときか、自分のエンドフェイズにこれをアクトできる。相手は、アクト状態の【守護】を持つフォロワー以外を攻撃できない）

ファンファーレ手札のキュート・カード1枚を捨てる：これは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02a-011
CSD02b-007	鷹富士茄子	ビショップ	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー	SR	1	2	2	デレマス・クール		"
進化コスト2：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-007
CSD02b-008	鷹富士茄子	ビショップ	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Cool」	フォロワー・エボルヴ	SR		3	3	デレマス・クール		"
【進化時】コスト3：相手のリーダー1人を選ぶ。それに3ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02b-008
CSD02c-003	〔ポジティブパッション〕日野茜	ビショップ	アイドルマスター シンデレラガールズ	コラボスターターデッキ「Passion」	フォロワー	LG	8	7	7	デレマス・パッション		"
【疾走】

ファンファーレ【レッスン_3】手札のパッション・カード2枚を捨てる：相手の場のフォロワーすべてに6ダメージ。2枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=CSD02c-003
ECP01-046	サトノクラウン	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	3	3	3	ウマ娘		"
進化コスト1：これは進化する。

食事コスト1：これは出走する。

ファンファーレ相手のリーダー1人を選ぶ。自分のリーダーの体力がそれの体力より少ないなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-046
ECP01-047	サトノクラウン	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー・エボルヴ	LG		4	4	ウマ娘		"
【進化時】自分のデッキの上4枚を見る。その中から、ウマ娘・カード2枚までEXエリアに置いてよい。残りを好きな順にデッキの下に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-047
ECP01-048	メジロラモーヌ	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	5	5	5	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

ファンファーレ下記からX個までチョイスする。Xは「自分の場のメジロ家・カードの枚数」である。【1】相手の場のフォロワー1体を選ぶ。それを消滅させる。【2】これは【疾走】を持つ。【3】自分のリーダーは体力+2する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-048
ECP01-049	ジャングルポケット	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	LG	2	3	2	ウマ娘		"
食事コスト1：これは出走する。

ファンファーレ手札のウマ娘・カード1枚を捨てる：1枚引く。元のコスト7以上のウマ娘・カードを捨てたなら、代わりに2枚。

起動これをアクト：相手の場のフォロワー1体を選ぶ。自分の場のウマ娘・カードが3枚以上なら、それに2ダメージ。自分の場のウマ娘・カードが5枚なら、それのリーダーに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-049
ECP01-050	ワンダーアキュート	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	3	3	3	ウマ娘		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分の手札の元のコスト2以下のウマ娘・フォロワーか元のコスト2以下のウマ娘・アミュレット1枚を場に出してよい。

ファンファーレ1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-050
ECP01-051	〔夜風に舞うは祈りの花〕メジロアルダン	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	6	3	3	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

【出走時】これは攻撃力+1/体力+1する。自分のデッキからメジロ家・フォロワーやメジロ家・アミュレットを元のコストの合計が6以下になるように2枚まで探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-051
ECP01-052	マチカネフクキタル	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	7	7	7	ウマ娘		"
食事コスト1：これは出走する。

自分の場に『運の行方』が出たとき、自分のリーダーは体力+7する。

ファンファーレ自分の墓場すべてをデッキに戻し、シャッフルする。自分のデッキの上7枚を見る。その中から、『運の行方』を好きな枚数場に出してよい。残りを好きな順にデッキの下に置く。

ラストワードこれをデッキに戻し、シャッフルする。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-052
ECP01-053	〔月下の悪魔ちゃん♪〕メジロパーマー	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	フォロワー	GR	1	2	1	ウマ娘・メジロ家		"
食事コスト1：これは出走する。

【疾走】

これは自分のスタートフェイズにスタンドしない。

自分のメインフェイズが来たとき、コスト1：これをスタンドする。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-053
ECP01-054	かっとばせー！ですわ！？	ビショップ	ウマ娘 プリティーダービー	EXコラボパック「ウマ娘 プリティーダービー」	アミュレット	GR	2			ウマ娘・メジロ家		"
自分の場に『メジロマックイーン』が出たとき、相手の場のフォロワー1体を選ぶ。それに3ダメージ。

ファンファーレ相手の場のフォロワー1体を選ぶ。それに「自分の場のメジロ家・カードの枚数」の2倍のダメージ。

ラストワード自分の場の進化していない『メジロマックイーン』1体を選ぶ。それは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP01-054
ECP02-060	〔シンデレラガール〕安部菜々	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	2	2	2	デレマス・キュート		"
進化コスト1：これは進化する。

ファンファーレ【レッスン_1】：相手の場のフォロワー1体を選ぶ。それは攻撃力-1/体力-1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-060
ECP02-061	〔シンデレラガール〕安部菜々	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	LG		3	3	デレマス・キュート		"
【進化時】手札のデレマス・カード1枚を捨てる：自分のリーダーは体力+2する。1枚引く。

【超進化時】相手の場のフォロワー1体を選ぶ。それをアミュレットにする。それは「自分のメインフェイズが来たとき、自分のリーダーに2ダメージ」と「起動コスト1手札2枚を捨てる：これを墓場に置く」を持つ。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-061
ECP02-062	〔シンデレラガール〕高垣楓	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	3	2	4	デレマス・クール		"
【守護】

ファンファーレ相手の場のフォロワー1体を選ぶ。自分の墓場のデレマス・カードが10枚以上なら、それを破壊する。

起動【レッスン_1】これをアクト手札1枚を捨てる：相手の場のフォロワー1体を選ぶ。それを破壊する。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-062
ECP02-063	〔シンデレラガール〕イヴ・サンタクロース	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	1	1	2	デレマス・パッション		"
ファンファーレ自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動【レッスン_2】：自分のデッキの上1枚を見る。その中から、デレマス・カード1枚を公開して手札に加えてよい。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-063
ECP02-064	〔ルージュクチュール〕三船美優	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	LG	3	3	3	デレマス・クール		"
ファンファーレ自分のデッキから元のコスト1のデレマス・フォロワー1枚を探し、場に出す。

起動コスト1【レッスン_1】これをアクト：自分のデッキから元のコスト1のデレマス・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-064
ECP02-065	〔強運の才女〕鷹富士茄子	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	3	3	3	デレマス・クール		"
進化コスト1：これは進化する。

これが場にいる限り、自分はサイコロを1回ふりなおしてよい。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-065
ECP02-066	〔強運の才女〕鷹富士茄子	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	GR		4	4	デレマス・クール		"
これが場にいる限り、自分はサイコロを1回ふりなおしてよい。

【進化時】サイコロをふる。1なら、2枚引く。2なら、相手のリーダーすべてに3ダメージ。自分のリーダーは体力+3する。3なら、相手プレイヤーすべては、攻撃力最大の自身の場のフォロワー1体を墓場に置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-066
ECP02-067	〔ピュア・ユーフォリア〕西園寺琴歌	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	5	4	4	デレマス・キュート		"
進化コスト1：これは進化する。

ファンファーレ【レッスン_2】：相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-067
ECP02-068	〔ピュア・ユーフォリア〕西園寺琴歌	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー・エボルヴ	GR		5	5	デレマス・キュート		"
【進化時】相手の場のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-068
ECP02-069	〔秘密のブルーローズ〕結城晴	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	1	2	1	デレマス・クール		"
自分の場にクール・フォロワーが3体以上か「カード名に『的場梨沙』を含むフォロワー」がいる限り、これは【突進】【指定攻撃】を持つ。

ファンファーレ自分の場に「カード名に『的場梨沙』を含むフォロワー」がいるなら、『魔法のアイテム』1枚をEXエリアに置く。

―――――――――――――――

『魔法のアイテム』ニュートラルデレマス・スペルコスト4自分のリーダーは体力+1する。1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-069
ECP02-070	〔千夜一夜舞姫〕ナターリア	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	GR	2	2	2	デレマス・パッション		"
【突進】

自分の墓場にパッション・カードが5枚以上ある限り、これは【指定攻撃】【必殺】を持つ。

ファンファーレ手札のパッション・カード1枚を捨てる：1枚引く。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-070
ECP02-071	恋するスウィーティーサマー	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	アミュレット	GR	3			デレマス・パッション		"
ファンファーレ相手の場のフォロワー1体を選ぶ。自分の場にデレマス・フォロワーがいるなら、それに4ダメージ。自分のリーダーは体力+2する。

起動コスト1これをアクト墓場に置く：自分のデッキから「カード名に『佐藤心』を含むフォロワー」1枚を探し、場に出す。この能力は自分の墓場のパッション・カードが10枚以上なら使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-071
ECP02-SP11	〔ミラクルホーリーナイト〕イヴ・サンタクロース	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SP	1	1	2	デレマス・パッション		"
ファンファーレ自分のデッキの上2枚を見る。その中から、好きな枚数を好きな順にデッキの上に置く。残りを好きな順にデッキの下に置く。

起動【レッスン_2】：自分のデッキの上1枚を見る。その中から、デレマス・カード1枚を公開して手札に加えてよい。この能力は1ターンに1回使える。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SP11
ECP02-SP12	〔パルファム・ゼラニウム〕三船美優	ビショップ	アイドルマスター シンデレラガールズ	EXコラボパック「アイドルマスター シンデレラガールズ」	フォロワー	SP	3	3	3	デレマス・クール		"
ファンファーレ自分のデッキから元のコスト1のデレマス・フォロワー1枚を探し、場に出す。

起動コスト1【レッスン_1】これをアクト：自分のデッキから元のコスト1のデレマス・フォロワー1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=ECP02-SP12
PR-013	鉄槌の僧侶	ビショップ		PRカード	フォロワー・エボルヴ	PR		4	4	信仰		"
【進化時】体力3以下の相手のフォロワー1体を選ぶ。それを消滅させる。
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-013
PR-014	破邪の光	ビショップ		PRカード	スペル	PR	4			信仰		"
クイック

相手のフォロワー1体を選ぶ。それを消滅させる。自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-014
PR-093	鉄槌の僧侶	ビショップ		PRカード	フォロワー	PR	3	3	3	信仰		"
進化コスト1：これは進化する。
"			https://shadowverse-evolve.com/cardlist/?cardno=PR-093
PR-265	戸倉ミサキ	ビショップ	カードファイト!! ヴァンガード	PRカード	リーダー	-				-					https://shadowverse-evolve.com/cardlist/?cardno=PR-265
