cardno	name	class	title	expansion	kind	rarity	cost	power	hp	type	keywords	ability	illustrator	image_url	url
BP03-LD		全て エルフ ロイヤル ウィッチ ドラゴン ナイトメア ビショップ ニュートラル	指定なし ウマ娘 プリティーダービー アイドルマスター シンデレラガールズ カードファイト!! ヴァンガード	指定なし EXコラボパック「アイドルマスター シンデレラガールズ」 ブースターパック「新たなる創世」 スターターデッキ「新たなる戦場」 スターターデッキ「燃え尽きぬ炎」 ブースターパック「絶傑の試練」 ブースターパック第14弾「夢幻の饗󠄀宴」 EXコラボパック「ウマ娘 プリティーダービー」 ブースターパック第13弾「暗黒降誕」 ブースターパック第12弾「黒鉄の侵略者」 スペシャルパック「シーサイド・メモリーズ」 ブースターパック第11弾「宿命の弾丸」 コラボスターターデッキ「聖域の騎士団」 コラボスターターデッキ「黙示録の炎」 コラボパック「カードファイト!! ヴァンガード」 DXスターターデッキ「学院に咲く双華」「武なる雷鳴」 ブースターパック第10弾「Gods of the Arcana」 ブースターパック第9弾「光影の二重奏」 ブースターパック第8弾「次元混沌」 ブースターパック第7弾「森羅鋼鉄」 コラボスターターデッキ「Cute」 コラボスターターデッキ「Cool」 コラボスターターデッキ「Passion」 コラボパック「アイドルマスター シンデレラガールズ」 ブースターパック第6弾「絶対なる覇者」 ブースターパック第5弾「永劫なる絶傑」 ブースターパック第4弾「天星神話」 ブースターパック第3弾「FLAME OF LAEVATEINN / フレイム・オブ・レーヴァテイン」 エントリーデッキシャドウバースＦ第1弾「天竜ライト」 エントリーデッキシャドウバースＦ第2弾「真壁スバル」 エントリーデッキシャドウバースＦ第3弾「蜜田川イツキ」 コラボスターターデッキ「出走！ウマ娘！」 コラボパック「ウマ娘 プリティーダービー」 ブースターパック第2弾「黒銀のバハムート」 ブースターパック第1弾「創世の夜明け」 スターターデッキ第1弾「麗しの妖精姫」 スターターデッキ第2弾「怨讐刀鬼」 スターターデッキ第3弾「神秘錬成」 スターターデッキ第4弾「蛇竜の爪牙」 スターターデッキ第5弾「永久なる定め」 スターターデッキ第6弾「穢れし洗礼」 PRカード	全て フォロワー エボルヴ アドバンス スペル アミュレット トークン リーダー EP SEP	全て LG GR SR BR UR SL SP SSP プレミアム	全て 0 1 2 3 4 5 6 7 8+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし 0 1 2 3 4 5 6 7 8 9 10+ ~ 指定なし 0 1 2 3 4 5 6 7 8 9 10+	指定なし BNW かげろう アイドル アクアフォース アナテマ アナテマ・ドラゴニュート アナテマ・先導 アナテマ・魔法使い アルカナ アルカナ・エルフ族 アルカナ・ドラゴニュート アルカナ・信仰 アルカナ・先導 アルカナ・光輝 アルカナ・大神 アルカナ・指揮官 アルカナ・死者 アルカナ・獣 アルカナ・竜使い アルカナ・竜族 アルカナ・精霊 アルカナ・貴族 アルカナ・超克 アルカナ・魔法使い アルカナ・魔法使い・キラー アルカナ・魔法使い・光輝 アルカナ・魔法使い・獣 アルカナ・魔界 アルカナ・魔界・キラー アルカナ・魔界・光輝 ウマ娘 ウマ娘・BNW ウマ娘・メジロ家 エルフ族 エルフ族・キラー エルフ族・プリンセス エルフ族・星神 エルフ族・狩人 エルフ族・狩人・植物族 エルフ族・精霊 オラクルシンクタンク キュート キラー クリスタリア クリスタリア・プリンセス クール コック ゴブリン ゴブリン・プリンセス ゴルゴーン ゴーレム ゴーレム・禁忌 ゴーレム・魔法生物・学院 ゴーレム・魔法生物・禁忌 シャドウパラディン シンガー シンガー・光輝 シンガー・童話・プリンセス ダンサー チェス デレマス デレマス・キュート デレマス・キュート・クール・パッション デレマス・クール デレマス・パッション トレセン学園 ドラゴニュート ドラゴニュート・キラー ドラゴニュート・プリンセス ドラゴニュート・学院 ドラゴニュート・武闘竜人 ドラゴニュート・武闘竜人・キラー ドラゴニュート・海洋 ドラゴニュート・竜族 ドラゴニュート・竜族・武装 パッション ヒーロー プリンス プリンセス プリンセス・童話 ペイルムーン マグナ メイド メイド・貴族 メジロ家 ルミナス レヴィオン ロイヤルパラディン ヴァンガード ヴァンガード・かげろう ヴァンガード・アクアフォース ヴァンガード・オラクルシンクタンク ヴァンガード・シャドウパラディン ヴァンガード・ペイルムーン ヴァンガード・ロイヤルパラディン 不死鳥 不死鳥・星神 乗物 人形 人形・キラー 人形・光輝 人形・植物族 人形・虫族 信仰 信仰・プリンセス 信仰・偶像 信仰・偶像・超克 信仰・偶像・鳥族 信仰・先導 信仰・先導・光輝 信仰・光輝 信仰・星神 信仰・獣 信仰・獣・キラー 信仰・獣・光輝 信仰・童話 信仰・童話・プリンセス 信仰・超克 信仰・鳥族 偶像 偶像・光輝 偶像・童話 偶像・超克 偶像・鳥族 傭兵 傭兵・シンガー 傭兵・獣 傭兵・超克 先導 先導・光輝 先導・狂信 先導・狂信・鳥族 先導・獣 先導・超克 先導・鳥族 光輝 光輝・キラー 光輝・星神 兵士 兵士・ダンサー 兵士・ヒーロー 兵士・メイド 兵士・ルミナス 兵士・レヴィオン 兵士・レヴィオン・獣・キラー 兵士・円卓 兵士・商人 兵士・忍者 兵士・忍者・獣 兵士・星神 兵士・暗殺者 兵士・獣 兵士・獣・レヴィオン 兵士・盗賊 兵士・童話 兵士・超克 円卓 吸血鬼 吸血鬼・キラー 吸血鬼・プリンセス 吸血鬼・プリンセス・キラー 吸血鬼・プリンセス・光輝 吸血鬼・光輝 吸血鬼・獣 商人 土の印 土の印・童話 堕天使 堕天使・キラー 大神 大神・キラー 大神・光輝 大神・星神 大神・獣 大神・超克 大神・魔王 大神・魔王・キラー 天使 天使・光輝 天使・堕天使 天使・大神 天使・獣 天使・超克 妖怪 妖精 妖精・エルフ族 妖精・プリンセス 妖精・プリンセス・キラー 妖精・植物族 妖精・狩人 妖精・獣 妖精・童話 妖精・精霊 学院 学院・キラー 学院・光輝 宴楽 宴楽・エルフ族 宴楽・ドラゴニュート 宴楽・人形・超克 宴楽・傭兵 宴楽・妖精 宴楽・指揮官 宴楽・指揮官・盗賊 宴楽・機械・超克・マグナ 宴楽・死者 宴楽・狂信 宴楽・狂信・偶像 宴楽・狂信・獣 宴楽・狂信・鳥族 宴楽・獣 宴楽・盗賊 宴楽・盗賊・獣 宴楽・盗賊・財宝 宴楽・禁忌 宴楽・竜族 宴楽・魔法使い・禁忌 宴楽・魔法生物・禁忌 宴楽・魔界 宴楽・魔界・獣 巨人 巨人・超克 式神 忍者 悪魔 悪魔・コック 指揮官 指揮官・キラー 指揮官・ヒーロー 指揮官・プリンス 指揮官・プリンセス 指揮官・ルミナス 指揮官・レヴィオン 指揮官・レヴィオン・キラー 指揮官・光輝 指揮官・兵士 指揮官・兵士・レヴィオン 指揮官・円卓 指揮官・商人 指揮官・星神 指揮官・獣 指揮官・盗賊 指揮官・童話 指揮官・童話・キラー 指揮官・童話・光輝 指揮官・貴族 指揮官・超克 挑戦者 挑戦者・ドラゴニュート 挑戦者・信仰 挑戦者・先導 挑戦者・兵士 挑戦者・妖怪 挑戦者・狩人 挑戦者・獣 挑戦者・陰陽師 探偵 星神 星神・プリンセス 暗殺者 暗殺者・忍者 暗殺者・童話 植物族 植物族・プリンセス 植物族・獣 機械 機械・ゴブリン 機械・ゴーレム 機械・信仰 機械・信仰・偶像 機械・信仰・狂信 機械・信仰・狂信・偶像 機械・信仰・超克 機械・傭兵 機械・兵士 機械・吸血鬼 機械・大神 機械・天使 機械・死者 機械・死霊術師 機械・死霊術師・魔界 機械・禁忌 機械・自然・大神 機械・自然・天使 機械・超克 機械・超克・マグナ・キラー 機械・錬金術師 機械・魔法使い 機械・魔法使い・ゴーレム 機械・魔法生物・禁忌 機械・魔界 機械・魔界・吸血鬼 機械・鳥族 武装 武闘竜人 武闘竜人・キラー 死者 死者・キラー 死者・メイド 死者・星神 死者・死霊術師 死霊術師 死霊術師・キラー 死霊術師・プリンセス 死霊術師・魔界 海洋 海洋・星神 海洋・武闘竜人 海洋・超克 狂信 狂信・キラー 狂信・偶像 狂信・先導・光輝 狂信・獣 狂信・獣・キラー 狂信・鳥族 狩人 狩人・獣 狩人・虫族 狩人・超克 獣 獣・キラー 獣・童話 獣・童話・プリンセス 盗賊 禁忌 竜使い 竜使い・キラー 竜使い・ドラゴニュート 竜使い・武闘竜人 竜使い・武闘竜人・キラー 竜使い・海洋 竜族 竜族・キラー 竜族・コック 竜族・人形 竜族・光輝 竜族・武装 竜族・武闘竜人・キラー 竜族・海洋 竜族・童話 童話 精霊 精霊・ダンサー 精霊・巨人 精霊・星神 精霊・植物族 精霊・植物族・キラー 精霊・植物族・光輝 精霊・植物族・獣 精霊・獣 精霊・虫族 絶傑 絶傑・アイドル 絶傑・アイドル・キラー 絶傑・死霊術師 絶傑・死霊術師・キラー 絶傑・狂信 絶傑・狂信・キラー 絶傑・狩人 絶傑・狩人・キラー 絶傑・盗賊 絶傑・盗賊・キラー 絶傑・盗賊・財宝 絶傑・竜族 絶傑・竜族・キラー 絶傑・魔法使い 絶傑・魔法使い・キラー 絶傑・魔界 絶傑・魔界・キラー 自然 自然・エルフ族・獣 自然・コック 自然・ドラゴニュート 自然・ドラゴニュート・キラー 自然・信仰・光輝・獣 自然・傭兵 自然・光輝・獣 自然・兵士・獣 自然・大神 自然・指揮官・プリンセス 自然・指揮官・兵士・獣・プリンセス 自然・指揮官・獣 自然・植物族 自然・獣 自然・盗賊・獣 自然・竜族 自然・竜族・海洋 自然・精霊 荒野 荒野・エルフ族・狩人 荒野・コック 荒野・ゴーレム・魔法生物 荒野・ドラゴニュート 荒野・ドラゴニュート・武闘竜人 荒野・乗物 荒野・乗物・獣 荒野・信仰 荒野・信仰・狂信 荒野・信仰・鳥族 荒野・傭兵 荒野・兵士 荒野・兵士・盗賊 荒野・吸血鬼 荒野・指揮官 荒野・植物族 荒野・死者 荒野・死者・魔界 荒野・死霊術師 荒野・狩人 荒野・狩人・獣 荒野・盗賊 荒野・竜族 荒野・自然 荒野・魔法使い 虫族 財宝 貴族 貴族・ダンサー 貴族・レヴィオン 貴族・商人 超克 超克・キラー 超克・マグナ 超克・光輝 錬金術師 錬金術師・ゴーレム 錬金術師・土の印 錬金術師・星神 錬金術師・禁忌 陰陽師 魔法使い 魔法使い・ゴルゴーン 魔法使い・ゴーレム 魔法使い・ダンサー 魔法使い・チェス 魔法使い・土の印 魔法使い・土の印・星神 魔法使い・学院 魔法使い・学院・プリンセス 魔法使い・学院・プリンセス・キラー 魔法使い・星神 魔法使い・獣 魔法使い・獣・魔法生物 魔法使い・禁忌 魔法使い・童話 魔法使い・超克 魔法使い・錬金術師 魔法使い・魔法生物 魔法使い・魔法生物・学院 魔法生物 魔法生物・獣 魔法生物・禁忌 魔王 魔界 魔界・キラー 魔界・ゴルゴーン 魔界・シンガー 魔界・人形 魔界・吸血鬼 魔界・星神 魔界・死者 魔界・獣 魔界・童話 魔界・超克 鳥族 鳥族・童話		2025.08.22.[Fri]			https://shadowverse-evolve.com/cardlist/?cardno=BP03-LD
BP04-020	静かなる炎将・マーズ	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	LG	3	3	2	指揮官・星神		"
進化コスト0：これは進化する。

自分の場に兵士・フォロワーが出たとき、それは攻撃力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-020
BP04-021	静かなる炎将・マーズ	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー・エボルヴ	LG		4	3	指揮官・星神		"
自分の場に兵士・フォロワーが出たとき、それは攻撃力+1する。

【進化時】コストX：自分のデッキから「コストX以下の兵士・フォロワー」1枚を探し、場に出す。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-021
BP04-022	円卓の騎士・ガウェイン	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	LG	5	5	5	兵士・円卓		"
【突進】

これがいる限り、自分が指揮官・カードをプレイする際、このターン中に1枚目の指揮官・カードなら、コストを-1する。

ファンファーレ手札の指揮官・カードや円卓・カード2枚を公開：自分のPPを2回復する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-022
BP04-023	バルバロッサ	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	GR	5	6	5	指揮官		"
これをプレイする際、相手の場のカードが3枚以上なら、コストを-2する。

進化コスト1：これは進化する。

【指定攻撃】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-023
BP04-024	バルバロッサ	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー・エボルヴ	GR		7	6	指揮官		"
【指定攻撃】

ラストワードこれをEXエリアに置く。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-024
BP04-025	ペルセウス	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	GR	1	2	2	指揮官・星神		"
ファンファーレ自分の場のフォロワーが4体以上なら、これは攻撃力+1/体力+1する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-025
BP04-026	旋風刃	ロイヤル		ブースターパック第4弾「天星神話」	スペル	GR	3			指揮官		"
自分の指揮官・フォロワー1体を選ぶ。相手のフォロワーすべてに「それの攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-026
BP04-027	騎士の旋風	ロイヤル		ブースターパック第4弾「天星神話」	スペル	GR	3			指揮官		"
自分の指揮官・フォロワー1体を選ぶ。相手のフォロワーすべてに「それの攻撃力」と同じダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-027
BP04-028	シャドウアサシン	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	SR	2	1	2	暗殺者		"
進化コスト2：これは進化する。

【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-028
BP04-029	シャドウアサシン	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー・エボルヴ	SR		3	4	暗殺者		"
【指定攻撃】【必殺】
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-029
BP04-030	ロードジェネラル・ロミオ	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	SR	3	3	4	指揮官・プリンス		"
これをプレイする際、自分の場に『プリンセス・ジュリエット』がいるなら、コストを-2する。

【守護】

自分のエンドフェイズが来たとき、自分の場に『プリンセス・ジュリエット』がいるなら、自分のリーダーは体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-030
BP04-031	円卓会議	ロイヤル		ブースターパック第4弾「天星神話」	スペル	SR	1			指揮官・円卓		"
下記から1つチョイスする。【1】自分のデッキから円卓・フォロワー1枚を探し、手札に加える。【2】自分の円卓・フォロワー1体を選ぶ。それは攻撃力+1/体力+2する。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-031
BP04-032	プリンセス・ジュリエット	ロイヤル		ブースターパック第4弾「天星神話」	フォロワー	BR	3	3	2	指揮官・プリンセス		"
これをプレイする際、自分の場に『ロードジェネラル・ロミオ』がいるなら、コストを-2する。

【疾走】

自分のエンドフェイズが来たとき、自分の場に『ロードジェネラル・ロミオ』がいるなら、相手のフォロワー1体を選ぶ。それに2ダメージ。
"			https://shadowverse-evolve.com/cardlist/?cardno=BP04-032
